,kenteken,voertuigsoort,merk,handelsbenaming,inrichting,eerste_kleur,aantal_cilinders,massa_ledig_voertuig,wam_verzekerd,aantal_deuren,aantal_wielen,europese_voertuigcategorie,vermogen_massarijklaar,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,brandstof_volgnummer,brandstof_omschrijving,emissiecode_omschrijving,milieuklasse_eg_goedkeuring_licht,klasse_hybride_elektrisch_voertuig,uitlaatemissieniveau
15171,VHT03P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2168,Ja,6,4,N1,0.03,2020-12-29T00:00:00.000,2020-12-29T00:00:00.000,2020-12-29T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15172,VHT99N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2168,Ja,6,4,N1,0.03,2020-12-29T00:00:00.000,2020-12-29T00:00:00.000,2020-12-29T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15173,VSK80K,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2167,Ja,0,4,N1,0.03,2023-01-27T00:00:00.000,2022-06-20T00:00:00.000,2023-01-27T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15174,VSG82N,Bedrijfsauto,MERCEDES-BENZ,eVito,gesloten opbouw,N.v.t.,,2166,Ja,6,4,N1,0.03,2022-10-06T00:00:00.000,2022-02-11T00:00:00.000,2022-10-06T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15175,VGB18P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15176,VGB19P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15177,VGB20P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15178,VGB21P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15179,VGV02L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-09-30T00:00:00.000,2020-09-30T00:00:00.000,2020-09-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15180,VGV89K,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-05T00:00:00.000,2020-10-05T00:00:00.000,2020-10-05T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15181,VGV99K,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-09-30T00:00:00.000,2020-09-30T00:00:00.000,2020-09-30T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15182,VHF58S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15183,VHF75N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15184,VHF76N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15185,VHF77N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15186,VHF78N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-19T00:00:00.000,2020-10-19T00:00:00.000,2020-10-19T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15187,VHF79N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-19T00:00:00.000,2020-10-19T00:00:00.000,2020-10-19T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15188,VHF80N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15189,VHF81N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15190,VHF82N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15191,VHF83N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15192,VHF84N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15193,VHF85N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15194,VHF86N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15195,VHF87N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15196,VHF88N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15197,VHF89N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15198,VHF90N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15199,VHG54N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-29T00:00:00.000,2020-10-29T00:00:00.000,2020-10-29T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15200,VHG56N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-29T00:00:00.000,2020-10-29T00:00:00.000,2020-10-29T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15201,VHG88S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,,2165,Ja,6,4,N1,0.03,2020-10-29T00:00:00.000,2020-10-29T00:00:00.000,2020-10-29T00:00:00.000,1,Elektriciteit,Z,715/2007*2017/1347AX,,AX
15202,VKH57N,Bedrijfsauto,STREETSCOOTER,WORK L,neerklapbare zijschotten,N.v.t.,,1565,Ja,,4,N1,0.03,2021-06-10T00:00:00.000,2019-03-27T00:00:00.000,2021-06-10T00:00:00.000,1,Elektriciteit,Z,,,
15203,VKZ19X,Bedrijfsauto,STREETSCOOTER,WORK L,neerklapbare zijschotten,N.v.t.,,1565,Ja,,4,N1,0.03,2022-07-22T00:00:00.000,2019-05-08T00:00:00.000,2021-10-14T00:00:00.000,1,Elektriciteit,Z,,,
15204,VLD61J,Bedrijfsauto,OPEL,VIVARO / ZAFIRA LIFE,gesloten opbouw,N.v.t.,,1995,Ja,5,4,N1,0.03,2021-07-14T00:00:00.000,2021-07-14T00:00:00.000,2021-07-14T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15205,VLD62J,Bedrijfsauto,OPEL,VIVARO / ZAFIRA LIFE,gesloten opbouw,N.v.t.,,1995,Ja,5,4,N1,0.03,2021-07-14T00:00:00.000,2021-07-14T00:00:00.000,2021-07-14T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15206,VLK70B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15207,VLK71B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-08-31T00:00:00.000,2021-08-31T00:00:00.000,2021-08-31T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15208,VLK72B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15209,VLK73B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15210,VLK74B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15211,VLK75B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-08-31T00:00:00.000,2021-08-31T00:00:00.000,2021-08-31T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15212,VLK76B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15213,VLL22R,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,4,4,N1,0.03,2023-03-13T00:00:00.000,2021-10-25T00:00:00.000,2021-10-25T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15214,VLL45B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15215,VLL48B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15216,VLL51B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15217,VLL52B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15218,VLL55B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15219,VLL56B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15220,VLL56V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,5,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15221,VLL57V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,4,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15222,VLL59V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,5,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15223,VLL60V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,5,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15224,VLL61V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,5,4,N1,0.03,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15225,VLL62V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,5,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15226,VLL63V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,5,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15227,VLL66B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15228,VLL67B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15229,VLL86B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,2021-09-28T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15230,VLN29J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,4,4,N1,0.03,2022-08-09T00:00:00.000,2021-08-30T00:00:00.000,2021-09-23T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15231,VLN32Z,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15232,VLN45Z,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15233,VLN51Z,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-15T00:00:00.000,2021-10-15T00:00:00.000,2021-10-15T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15234,VLN70Z,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15235,VLN81Z,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15236,VLN96X,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-06T00:00:00.000,2021-10-06T00:00:00.000,2021-10-06T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15237,VLP26B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15238,VLP27B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-06T00:00:00.000,2021-10-06T00:00:00.000,2021-10-06T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15239,VLP28B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15240,VLP29B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15241,VLR01H,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15242,VLR02H,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15243,VLR03H,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15244,VLR04H,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15245,VLR05H,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15246,VLR06H,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15247,VLR07H,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15248,VLR79T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15249,VLR80T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15250,VLR81T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-14T00:00:00.000,2021-10-14T00:00:00.000,2021-10-14T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15251,VLR82T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-14T00:00:00.000,2021-10-14T00:00:00.000,2021-10-14T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15252,VLR95G,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15253,VLR97G,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15254,VLR98G,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15255,VLS05V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-15T00:00:00.000,2021-10-15T00:00:00.000,2021-10-15T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15256,VLS06V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-15T00:00:00.000,2021-10-15T00:00:00.000,2021-10-15T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15257,VLS07V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-15T00:00:00.000,2021-10-15T00:00:00.000,2021-10-15T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15258,VLS08V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-15T00:00:00.000,2021-10-15T00:00:00.000,2021-10-15T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15259,VLS18V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-15T00:00:00.000,2021-10-15T00:00:00.000,2021-10-15T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15260,VLS39F,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-14T00:00:00.000,2021-10-14T00:00:00.000,2021-10-14T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15261,VLV13T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
15262,VLV14T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,,2465,Ja,6,4,N1,0.03,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,1,Elektriciteit,Z,715/2007*2018/1832AX,,AX
