,kenteken,voertuigsoort,merk,handelsbenaming,inrichting,eerste_kleur,massa_ledig_voertuig,wam_verzekerd,aantal_wielen,europese_voertuigcategorie,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,aantal_deuren,aantal_cilinders,vermogen_massarijklaar,brandstof_volgnummer,brandstof_omschrijving,emissiecode_omschrijving,klasse_hybride_elektrisch_voertuig,uitlaatemissieniveau,milieuklasse_eg_goedkeuring_licht
11334,VHG18N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11335,VHG19N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11336,VHG20N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11337,VHG21N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11338,VHG25N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11339,VHG26N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11340,VHG49N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11341,VHG50N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11342,VHG62S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11343,VHG63S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-11-03T00:00:00.000,2020-11-03T00:00:00.000,2020-11-03T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11344,VHG64S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-11-03T00:00:00.000,2020-11-03T00:00:00.000,2020-11-03T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11345,VHG65S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-11-10T00:00:00.000,2020-11-10T00:00:00.000,2020-11-10T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11346,VHG69S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-11-16T00:00:00.000,2020-11-16T00:00:00.000,2020-11-16T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11347,VHG70S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-12-07T00:00:00.000,2020-12-07T00:00:00.000,2020-12-07T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11348,VHG71S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-11-10T00:00:00.000,2020-11-10T00:00:00.000,2020-11-10T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11349,VHG72S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-11-10T00:00:00.000,2020-11-10T00:00:00.000,2020-11-10T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11350,VHG73S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-11-05T00:00:00.000,2020-11-05T00:00:00.000,2020-11-05T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11351,VHG74S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2020-11-03T00:00:00.000,2020-11-03T00:00:00.000,2020-11-03T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11352,VRX85J,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2023-01-20T00:00:00.000,2020-02-06T00:00:00.000,2022-11-02T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11353,VSH26L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2187,Ja,4,N1,2023-02-06T00:00:00.000,2020-02-06T00:00:00.000,2023-02-02T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11354,VDH79G,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2186,Ja,4,N1,2020-02-17T00:00:00.000,2020-02-17T00:00:00.000,2020-02-17T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,
11355,VGP01K,Bedrijfsauto,FORD,TRANSIT CUSTOM,gesloten opbouw,N.v.t.,1986,Ja,4,N1,2020-08-18T00:00:00.000,2020-08-18T00:00:00.000,2020-08-18T00:00:00.000,4,4,0.05,1,Elektriciteit,6,NOVC-HEV,EURO 6 CI,715/2007*2018/1832CI
11356,VLF69S,Bedrijfsauto,FORD,TRANSIT CUSTOM,gesloten opbouw,N.v.t.,2186,Ja,4,N1,2021-08-03T00:00:00.000,2021-03-09T00:00:00.000,2021-08-03T00:00:00.000,5,4,0.00,2,Elektriciteit,6,NOVC-HEV,,
11357,VLK81H,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11358,VLK82H,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11359,VLK96H,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11360,VLR19V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11361,VLR75T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11362,VLR76T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11363,VLR77T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-01-19T00:00:00.000,2022-01-19T00:00:00.000,2022-01-19T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11364,VLR78T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-03-07T00:00:00.000,2022-03-07T00:00:00.000,2022-03-07T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11365,VLS01V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11366,VLS02V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11367,VLS03V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-02-24T00:00:00.000,2022-02-24T00:00:00.000,2022-02-24T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11368,VLS04V,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11369,VLS99T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-02-09T00:00:00.000,2022-02-09T00:00:00.000,2022-02-09T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11370,VLV70N,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11371,VLV71N,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11372,VLV72N,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11373,VLV73N,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-01-25T00:00:00.000,2022-01-25T00:00:00.000,2022-01-25T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11374,VLV74N,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11375,VLV75N,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11376,VNF54B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11377,VNF55B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11378,VNF56B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-01-24T00:00:00.000,2022-01-24T00:00:00.000,2022-01-24T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11379,VNF57B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-01-27T00:00:00.000,2022-01-27T00:00:00.000,2022-01-27T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11380,VNF59B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-02-23T00:00:00.000,2022-02-23T00:00:00.000,2022-02-23T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11381,VNH75J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-02-10T00:00:00.000,2022-02-10T00:00:00.000,2022-02-10T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11382,VNH76J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-01-25T00:00:00.000,2022-01-25T00:00:00.000,2022-01-25T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11383,VNH77J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-01-24T00:00:00.000,2022-01-24T00:00:00.000,2022-01-24T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11384,VNH78J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-01-25T00:00:00.000,2022-01-25T00:00:00.000,2022-01-25T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11385,VNH79J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-01-25T00:00:00.000,2022-01-25T00:00:00.000,2022-01-25T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11386,VNK12T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11387,VNK13T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-03-28T00:00:00.000,2022-03-28T00:00:00.000,2022-03-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11388,VNK14T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-01-27T00:00:00.000,2022-01-27T00:00:00.000,2022-01-27T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11389,VNK15T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-04-15T00:00:00.000,2022-04-15T00:00:00.000,2022-04-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11390,VNK16T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-01-24T00:00:00.000,2022-01-24T00:00:00.000,2022-01-24T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11391,VNK17T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-04-15T00:00:00.000,2022-04-15T00:00:00.000,2022-04-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11392,VNK18T,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-01-25T00:00:00.000,2022-01-25T00:00:00.000,2022-01-25T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11393,VNL07J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-03-29T00:00:00.000,2022-03-29T00:00:00.000,2022-03-29T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11394,VNL08J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-03-29T00:00:00.000,2022-03-29T00:00:00.000,2022-03-29T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11395,VNL09J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-03-10T00:00:00.000,2022-03-10T00:00:00.000,2022-03-10T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11396,VNL10J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-03-30T00:00:00.000,2022-03-30T00:00:00.000,2022-03-30T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11397,VNL11J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-03-28T00:00:00.000,2022-03-28T00:00:00.000,2022-03-28T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11398,VNL12J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-04-15T00:00:00.000,2022-04-15T00:00:00.000,2022-04-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11399,VNL50S,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-03-07T00:00:00.000,2022-03-07T00:00:00.000,2022-03-07T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11400,VNT04X,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-03-29T00:00:00.000,2022-03-29T00:00:00.000,2022-03-29T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11401,VNT05X,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2486,Ja,4,N1,2022-04-15T00:00:00.000,2022-04-15T00:00:00.000,2022-04-15T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11402,VSH98F,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2186,Ja,4,N1,2023-02-06T00:00:00.000,2020-02-07T00:00:00.000,2023-02-02T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
11403,VBD33T,Bedrijfsauto,RENAULT,MASTER Z.E.,neerklapbare zijschotten,N.v.t.,2085,Ja,4,N1,2019-06-28T00:00:00.000,2019-06-24T00:00:00.000,2019-06-24T00:00:00.000,,0,0.02,1,Elektriciteit,Z,,EURO 6,
11404,VBD57V,Bedrijfsauto,RENAULT,MASTER Z.E.,neerklapbare zijschotten,N.v.t.,2085,Ja,4,N1,2020-03-30T00:00:00.000,2019-06-24T00:00:00.000,2019-06-24T00:00:00.000,,0,0.02,1,Elektriciteit,6,,,
11405,VBG69L,Bedrijfsauto,RENAULT,MASTER Z.E.,neerklapbare zijschotten,N.v.t.,2085,Ja,4,N1,2020-03-30T00:00:00.000,2019-06-27T00:00:00.000,2019-06-27T00:00:00.000,,0,0.02,1,Elektriciteit,6,,,
11406,VHN01F,Bedrijfsauto,MAXUS,MAXUS MAXUS EDELIVER3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2022-04-19T00:00:00.000,2020-11-18T00:00:00.000,2020-11-18T00:00:00.000,2,,0.00,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11407,VHN13G,Bedrijfsauto,MAXUS,MAXUS MAXUS EDELIVER3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-03-24T00:00:00.000,2020-11-23T00:00:00.000,2020-11-23T00:00:00.000,2,,0.00,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11408,VHN74G,Bedrijfsauto,MAXUS,MAXUS MAXUS EDELIVER3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2022-06-27T00:00:00.000,2020-11-18T00:00:00.000,2020-11-18T00:00:00.000,2,,0.00,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11409,VJB81L,Bedrijfsauto,MAXUS,MAXUS  EDELIVER3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-01-18T00:00:00.000,2021-01-18T00:00:00.000,2021-01-18T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,,715/2007*2018/1832AX
11410,VJD10T,Bedrijfsauto,MAXUS,MAXUS  EDELIVER3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2022-07-07T00:00:00.000,2021-02-02T00:00:00.000,2021-02-02T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,,715/2007*2018/1832AX
11411,VJG47X,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-04-13T00:00:00.000,2021-04-13T00:00:00.000,2021-04-13T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11412,VJH76H,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-02-19T00:00:00.000,2021-02-19T00:00:00.000,2021-02-19T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,,715/2007*2018/1832AX
11413,VJJ19V,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-12-14T00:00:00.000,2021-12-14T00:00:00.000,2021-12-14T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11414,VJJ32K,Bedrijfsauto,MAXUS,MAXUS V80,neerklapbare zijschotten,N.v.t.,2485,Ja,4,N1,2022-07-08T00:00:00.000,2022-07-08T00:00:00.000,2022-07-08T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,,
11415,VKH79F,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-05-10T00:00:00.000,2021-05-10T00:00:00.000,2021-05-10T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11416,VKP29X,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-05-31T00:00:00.000,2021-05-31T00:00:00.000,2021-05-31T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11417,VKV80H,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-06-30T00:00:00.000,2021-06-30T00:00:00.000,2021-06-30T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11418,VKX72H,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-07-08T00:00:00.000,2021-07-08T00:00:00.000,2021-07-08T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11419,VLD75H,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-07-30T00:00:00.000,2021-07-30T00:00:00.000,2021-07-30T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11420,VLH09R,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-08-12T00:00:00.000,2021-08-12T00:00:00.000,2021-08-12T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11421,VLH10R,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-08-20T00:00:00.000,2021-08-20T00:00:00.000,2021-08-20T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11422,VLH85B,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-08-05T00:00:00.000,2021-08-05T00:00:00.000,2021-08-05T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11423,VLJ93X,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-08-31T00:00:00.000,2021-08-31T00:00:00.000,2021-08-31T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11424,VLK04V,Bedrijfsauto,OPEL,VIVARO,open laadvloer,N.v.t.,2085,Ja,4,N1,2021-09-20T00:00:00.000,2021-09-20T00:00:00.000,2021-09-20T00:00:00.000,2,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
11425,VLK56N,Bedrijfsauto,MAXUS,MAXUS  E-DELIVER 3,gesloten opbouw,N.v.t.,1615,Ja,4,N1,2021-09-17T00:00:00.000,2021-09-17T00:00:00.000,2021-09-17T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
