,DateLastVerified,ID,NumberOfPoints,DateLastStatusUpdate,DataQualityLevel,DateCreated,Address_ID,Address_Title,Address_Line1,Address_Town,Postcode,LAT,LON,UsageCost,MetadataValues,DateLastConfirmed,Address_Type
6370,2016-06-04T02:42:00Z,34658,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,35004,Delweg 14A,Delweg 14A,Zevenaar,6902,51.93504,6.081984,0.00 jaarabonnement,,,Straat
6371,2016-06-04T02:42:00Z,34656,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,35002,Wilhelminastraat 4,Wilhelminastraat 4,Lingewaard,6851,51.9349021911621,5.93674945831299,0.00 jaarabonnement,,,Straat
6372,2016-06-04T02:42:00Z,34655,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,35001,Burgemeester Baumannlaan 178,Burgemeester Baumannlaan 178,Rotterdam,3042,51.934884,4.428008,0.00 gratis,,,Straat
6373,2016-06-04T02:42:00Z,34654,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,35000,Huis te Veldelaan 17,Huis te Veldelaan 17,Midden-Delfland,3155,51.934869,4.268716,0.00 jaarabonnement,,,Straat
6374,2016-06-04T02:42:00Z,34651,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34997,Aletta Jacobskade 71,Aletta Jacobskade 71,Vlaardingen,3137,51.9346733093262,4.33423471450806,0.00 jaarabonnement,,,Straat
6375,2016-06-04T02:42:00Z,34650,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34996,Acaciastraat 1A,Acaciastraat 1A,Zevenaar,6903,51.9346,6.07635,0.00 jaarabonnement,,,Straat
6376,2016-06-04T02:42:00Z,34649,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34995,'s-Gravelandseweg 258,'s-Gravelandseweg 258,Schiedam,3125,51.934376528936,4.3998554348946,0.00 jaarabonnement,,,Straat
6377,2016-06-04T02:42:00Z,34648,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34994,Annie M.G. Schmidtplein 3,Annie M.G. Schmidtplein 3,Midden-Delfland,3155,51.9343757629395,4.2700834274292,0.00 jaarabonnement,,,Straat
6378,2016-06-04T02:42:00Z,34647,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34993,Spykerstraat 13,Spykerstraat 13,Schiedam,3125,51.9343490600586,4.3975133895874,0.00 jaarabonnement,,,Straat
6379,2016-06-04T02:42:00Z,34644,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34990,Abelenlaan 2,Abelenlaan 2,Krimpenerwaard,2935,51.934026,4.63471,0.00 jaarabonnement,,,Straat
6380,2016-06-04T02:42:00Z,34643,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34989,Prins Pieter Christiaanstraat 81,Prins Pieter Christiaanstraat 81,Rotterdam,3066,51.93435,4.56286,0.00 jaarabonnement,,,Straat
6381,2016-06-04T02:42:00Z,34640,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34986,Eikenlaan 3,Eikenlaan 3,Neder-Betuwe,4043,51.933133,5.629284,0.00 jaarabonnement,,,Straat
6382,2016-06-04T02:42:00Z,34639,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34985,Crooswijksestraat 220,Crooswijksestraat 220,Rotterdam,3034,51.932975226484,4.4917921721935,0.00 jaarabonnement,,,Straat
6383,2016-06-04T02:42:00Z,34638,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34984,Lijsterbesstraat 4b,Lijsterbesstraat 4b,Neder-Betuwe,4043,51.9303158891968,5.64122200012207,0.00 jaarabonnement,,,Straat
6384,2016-06-04T02:42:00Z,34635,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34981,Marconistraat 19,Marconistraat 19,Zevenaar,6902,51.932597,6.093107,0.00 jaarabonnement,,,Straat
6385,2016-06-04T02:42:00Z,34634,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34980,Boskamp 3,Boskamp 3,Midden-Delfland,3155,51.932586,4.279169,0.00 jaarabonnement,,,Straat
6386,2016-06-04T02:42:00Z,34630,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34976,Kralingse Plaslaan 43,Kralingse Plaslaan 43,Rotterdam,3061,51.9307,4.51129,0.00 jaarabonnement,,,Straat
6387,2016-06-04T02:42:00Z,34629,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34975,Marconistraat 21,Marconistraat 21,Zevenaar,6902,51.931914700235,6.0941437865082,0.00 jaarabonnement,,,Straat
6388,2016-06-04T02:42:00Z,34628,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34974,Landweerswal 2-9,Landweerswal 2-9,Montferland,7047,51.93177,6.26833,0.00 jaarabonnement,,,Straat
6389,2016-06-04T02:42:00Z,34626,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34972,Jensiusstraat 48,Jensiusstraat 48,Rotterdam,3035,51.93201,4.4818,0.00 jaarabonnement,,,Straat
6390,2016-06-04T02:42:00Z,34624,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34970,Ramlehweg 6,Ramlehweg 6,Rotterdam,3061,51.93161,4.50513,0.00 jaarabonnement,,,Straat
6391,2016-06-04T02:42:00Z,34617,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34963,Stadhoudersweg 122A,Stadhoudersweg 122A,Rotterdam,3039,51.93023,4.45974,0.00 jaarabonnement,,,Straat
6392,2016-06-04T02:42:00Z,34611,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34957,Vlietzicht 134,Vlietzicht 134,Molenwaard,2965,51.930133,4.87213,0.00 jaarabonnement,,,Straat
6393,2016-06-04T02:42:00Z,34607,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34953,Rivierweg 111,Rivierweg 111,Capelle aan den IJssel,2903,51.929822,4.587409,0.00 jaarabonnement,,,Straat
6394,2016-06-04T02:42:00Z,34606,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34952,Pieter Klapwijkstraat 18,Pieter Klapwijkstraat 18,Rotterdam,3065,51.92965,4.56012,0.00 jaarabonnement,,,Straat
6395,2016-06-04T02:42:00Z,34605,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34951,Walenburgerweg 30B,Walenburgerweg 30B,Rotterdam,3033,51.93057,4.46763,0.00 jaarabonnement,,,Straat
6396,2016-06-04T02:42:00Z,34604,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34950,De Loper,De Loper,Vlaardingen,3136,51.92955,4.347281,0.00 jaarabonnement,,,Straat
6397,2016-06-04T02:42:00Z,34602,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34948,Vlietlaan 56A-01,Vlietlaan 56A-01,Rotterdam,3061,51.92918,4.50232,0.00 jaarabonnement,,,Straat
6398,2016-06-04T02:42:00Z,34601,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34947,Rijksweg 111,Rijksweg 111,Doetinchem,7011,51.928733,6.346008,0.00 jaarabonnement,,,Straat
6399,2016-08-06T07:30:00Z,34598,1,2016-08-06T07:30:00Z,3.0,2015-01-09T06:04:00Z,34944,Stadhoudersweg,Stadhoudersweg,Rotterdam,3041,51.92829,4.44781,0.00 jaarabonnement,,,Straat
6400,2016-06-04T02:42:00Z,34596,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34942,Statenweg 158A,Statenweg 158A,Rotterdam,3039,51.928227455893,4.4605377316475,0.00 jaarabonnement,,,Straat
6401,2016-03-03T12:37:00Z,34593,1,2016-03-03T12:37:00Z,3.0,2015-01-09T06:04:00Z,34939,Boezemkade 47,Boezemkade 47,Rotterdam,3031,51.9280702,4.4968982,0.00 jaarabonnement,,,Straat
6402,2016-06-04T02:42:00Z,34592,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34938,Uiverlaan 22,Uiverlaan 22,Maassluis,3145,51.927896658851,4.2369541525841,0.00 jaarabonnement,,,Straat
6403,2016-06-04T02:42:00Z,34589,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34935,Groenoordstraat,Groenoordstraat,Schiedam,3121,51.92774,4.37994,0.00 jaarabonnement,,,Straat
6404,2016-06-04T02:42:00Z,34587,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34933,Schweitzerpark 1,Schweitzerpark 1,Overbetuwe,6671,51.927594,5.713665,0.00 jaarabonnement,,,Straat
6405,2016-06-04T02:42:00Z,34586,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34932,Haartsestraat,Haartsestraat,Aalten,7121,51.927157,6.582963,0.00 jaarabonnement,,,Straat
6406,2016-06-04T02:42:00Z,34585,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34931,De Brauwweg 74,De Brauwweg 74,Schiedam,3125,51.92761,4.40509,0.00 jaarabonnement,,,Straat
6407,2016-06-04T02:42:00Z,34584,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34930,Huub van den Brulestraat 70,Huub van den Brulestraat 70,Rotterdam,3065,51.92769,4.56415,0.00 jaarabonnement,,,Straat
6408,2015-05-12T17:26:00Z,34579,2,2015-05-12T17:26:00Z,3.0,2015-01-09T06:04:00Z,34925,Masiusplein,Masiusplein,Zevenaar,6901,51.926951,6.074635,0.00 jaarabonnement,,,Straat
6409,2016-06-04T02:42:00Z,34578,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34924,Engeveldweg 16,Engeveldweg 16,Zevenaar,6904,51.926941,6.060477,0.00 gratis,,,Straat
6410,2016-06-04T02:42:00Z,34576,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34922,Emiliahof 1,Emiliahof 1,Rotterdam,3062,51.92665,4.52051,0.00 jaarabonnement,,,Straat
6411,2016-06-04T02:42:00Z,34575,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34921,Statensingel 142D,Statensingel 142D,Rotterdam,3039,51.92658,4.45657,0.00 jaarabonnement,,,Straat
6412,2016-06-04T02:42:00Z,34572,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34918,Proveniersplein 5,Proveniersplein 5,Rotterdam,3033,51.92629,4.4706,0.00 jaarabonnement,,,Straat
6413,2016-06-04T02:42:00Z,34570,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34916,Willem de Zwijgerlaan 15,Willem de Zwijgerlaan 15,Zevenaar,6904,51.926011,6.063214,0.00 jaarabonnement,,,Straat
6414,2015-05-12T17:27:00Z,34568,1,2015-05-12T17:27:00Z,3.0,2015-01-09T06:04:00Z,34914,Romei 5,Romei 5,Zevenaar,6901,51.9259452819824,6.07282018661499,0.00 jaarabonnement,,,Straat
6415,2016-06-04T02:42:00Z,34566,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34912,Delftsevaart 32A,Delftsevaart 32A,Rotterdam,3011,51.92208,4.48307,0.00 jaarabonnement,,,Straat
6416,2017-03-05T20:49:00Z,34563,1,2017-03-05T20:49:00Z,3.0,2015-01-09T06:04:00Z,34909,Rotterdam - Cityrent,Couwenburg 58,ROTTERDAM,3032,51.925503,4.47926,,,,Straat
6417,2016-06-04T02:42:00Z,34556,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34902,Aureus,Aureus,Overbetuwe,6661,51.92473,5.86648,0.00 jaarabonnement,,,Straat
6418,2016-06-04T02:42:00Z,34554,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34900,Arie de Zeeuwstraat 4,Arie de Zeeuwstraat 4,Rotterdam,3065,51.9245338439941,4.55911922454834,0.00 jaarabonnement,,,Straat
6419,2016-06-04T02:42:00Z,34545,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34891,Kortgerecht,Kortgerecht,Leerdam,4145,51.92406,5.11923,0.00 jaarabonnement,,,Straat
6420,2016-06-04T02:42:00Z,34543,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34889,Sint-Jacobstraat 227,Sint-Jacobstraat 227,Rotterdam,3011,51.923945,4.482726,0.00 jaarabonnement,,,Straat
6421,2016-06-04T02:42:00Z,34537,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34883,Schaatsbaan,Schaatsbaan,Rotterdam,3013,51.9232288540293,4.46521911795548,0.00 jaarabonnement,,,Straat
6422,2016-06-04T02:42:00Z,34536,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34882,Avenue Concordia 55,Avenue Concordia 55,Rotterdam,3062,51.923063436041,4.5130848884583,0.00 jaarabonnement,,,Straat
6423,2016-06-04T02:42:00Z,34535,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34881,Overschieseweg 323,Overschieseweg 323,Schiedam,3112,51.9230537414551,4.40854930877686,0.00 jaarabonnement,,,Straat
6424,2016-06-04T02:42:00Z,34532,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34878,Karel Doormanstraat 4,Karel Doormanstraat 4,Rotterdam,3012,51.92282212925,4.4736611318772,0.00 jaarabonnement,,,Straat
6425,2016-06-04T02:42:00Z,34531,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34877,Conradstraat,Conradstraat,Rotterdam,3013,51.92281,4.46652,0.00 jaarabonnement,,,Straat
6426,2016-06-04T02:42:00Z,34530,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34876,Karel Doormanstraat 10,Karel Doormanstraat 10,Rotterdam,3012,51.9226989746094,4.47382020950317,0.00 afhankelijk van pas,,,Straat
6427,2016-06-04T02:42:00Z,34529,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34875,Librijesteeg 2,Librijesteeg 2,Rotterdam,3011,51.922661,4.487223,0.00 jaarabonnement,,,Straat
6428,2016-06-04T02:42:00Z,34525,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34871,Mariniershof 182,Mariniershof 182,Rotterdam,3011,51.922441,4.490613,0.00 jaarabonnement,,,Straat
6429,2016-06-04T02:42:00Z,34522,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34868,P.C. Hooftlaan,P.C. Hooftlaan,Maassluis,3141,51.922387702748,4.2576272785664,0.00 jaarabonnement,,,Straat
6430,2016-06-04T02:42:00Z,34518,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34864,Handelsdwarsstraat 6,Handelsdwarsstraat 6,Zevenaar,6905,51.92193,6.066057,0.00 jaarabonnement,,,Straat
6431,2016-06-04T02:42:00Z,34516,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34862,Admiraliteitskade 58,Admiraliteitskade 58,Rotterdam,3063,51.9217485,4.5025041,0.00 jaarabonnement,,,Straat
6432,2016-06-04T02:42:00Z,34514,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34860,Hoflaan 87,Hoflaan 87,Rotterdam,3062,51.92178,4.51448,0.00 jaarabonnement,,,Straat
6433,2016-06-04T02:42:00Z,34512,4,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34858,Rodezand 17A,Rodezand 17A,Rotterdam,3011,51.921174334818,4.4814381748438,0.00 jaarabonnement,,,Straat
6434,2016-06-04T02:42:00Z,34510,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34856,Aert van Nesstraat 16,Aert van Nesstraat 16,Rotterdam,3012,51.9210014343262,4.47809982299805,0.00 afhankelijk van pas,,,Straat
6435,2016-06-04T02:42:00Z,34509,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34855,'s-Lands werf 86,'s-Lands werf 86,Rotterdam,3063,51.92072,4.50358,0.00 jaarabonnement,,,Straat
6436,2016-06-04T02:42:00Z,34508,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34854,Voorschoterlaan 190,Voorschoterlaan 190,Rotterdam,3062,51.920903,4.510556,0.00 jaarabonnement,,,Straat
6437,2016-06-04T02:42:00Z,34507,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34853,Maria Rutgersstraat 38,Maria Rutgersstraat 38,Maassluis,3141,51.9208831787109,4.27390766143799,0.00 jaarabonnement,,,Straat
6438,2016-06-04T02:42:00Z,34506,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34852,Zijl 3B,Zijl 3B,Rotterdam,3011,51.92036,4.4851,0.00 jaarabonnement,,,Straat
6439,2016-06-04T02:42:00Z,34501,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34847,Abram van Rijckevorselplein 48,Abram van Rijckevorselplein 48,Rotterdam,3065,51.920748,4.559385,0.00 jaarabonnement,,,Straat
6440,2016-06-04T02:42:00Z,34500,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34846,Heemraadhof 26,Heemraadhof 26,Krimpen aan den IJssel,2922,51.92075,4.59324,0.00 jaarabonnement,,,Straat
6441,2016-06-04T02:42:00Z,34499,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34845,A16,A16,Rotterdam,3062,51.920721,4.534344,0.00 jaarabonnement,,,Straat
6442,2016-06-04T02:42:00Z,34497,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34843,Marktplein,Marktplein,Oude IJsselstreek,7061,51.920695,6.360298,0.00 jaarabonnement,,,Straat
6443,2016-06-04T02:42:00Z,34492,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34838,Overschiesestraat 72C,Overschiesestraat 72C,Schiedam,3112,51.92042,4.406298,0.00 jaarabonnement,,,Straat
6444,2016-06-04T02:42:00Z,34491,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34837,Henegouwerlaan 108D,Henegouwerlaan 108D,Rotterdam,3014,51.92062,4.46106,0.00 jaarabonnement,,,Straat
6445,2016-06-04T02:42:00Z,34489,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34835,Varsseveldseweg 20A,Varsseveldseweg 20A,Oude IJsselstreek,7061,51.9203071594238,6.37133502960205,0.00 jaarabonnement,,,Straat
6446,2016-06-04T02:42:00Z,34488,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34834,Spaanseweg,Spaanseweg,Rotterdam,3028,51.92014,4.42857,0.00 jaarabonnement,,,Straat
6447,2016-06-04T02:42:00Z,34487,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34833,Groenweegje 22,Groenweegje 22,Schiedam,3111,51.920102,4.399158,0.00 jaarabonnement,,,Straat
6448,2016-06-04T02:42:00Z,34484,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34830,Vermeerlaan 30,Vermeerlaan 30,Maassluis,3141,51.9198722839355,4.26660633087158,0.00 jaarabonnement,,,Straat
6449,2016-06-04T02:42:00Z,34481,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34827,Spartapark-Noord,Spartapark-Noord,Rotterdam,3027,51.9194,4.43277,0.00 jaarabonnement,,,Straat
6450,2016-06-04T02:42:00Z,34477,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34823,Gelderseplein,Gelderseplein,Rotterdam,3011,51.9189,4.49056,0.00 jaarabonnement,,,Straat
6451,2016-06-04T02:42:00Z,34476,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34822,Bulgersteyn 5,Bulgersteyn 5,Rotterdam,3011,51.919200607591,4.4815552803566,0.00 jaarabonnement,,,Straat
6452,2016-06-04T02:42:00Z,34471,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34817,Heemraadssingel 141A,Heemraadssingel 141A,Rotterdam,3022,51.91894,4.45573,0.00 jaarabonnement,,,Straat
6453,2016-06-04T02:42:00Z,34467,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34813,K.P. van der Mandelelaan 43E,K.P. van der Mandelelaan 43E,Rotterdam,3062,51.91863,4.53127,0.00 jaarabonnement,,,Straat
6454,2016-06-04T02:42:00Z,34466,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34812,Honingerdijk 70,Honingerdijk 70,Rotterdam,3062,51.918293,4.516973,0.00 afhankelijk van pas,,,Straat
6455,2016-06-04T02:42:00Z,34464,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34810,Zeeweg,Zeeweg,Westvoorne,3233,51.918187,4.086463,0.00 jaarabonnement,,,Straat
6456,2016-06-04T02:42:00Z,34463,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34809,Institutenlaan,Institutenlaan,Rotterdam,3062,51.91815,4.52568,0.00 jaarabonnement,,,Straat
6457,2016-06-04T02:42:00Z,34461,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34807,Westersingel 42,Westersingel 42,Rotterdam,3014,51.917889,4.472025,0.00 jaarabonnement,,,Straat
6458,2016-06-04T02:42:00Z,34458,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34804,Oude Binnenweg 61A,Oude Binnenweg 61A,Rotterdam,3012,51.9177788,4.4757702,0.00 jaarabonnement,,,Straat
6459,2016-06-04T02:42:00Z,34452,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34798,Aelbrechtskade 67,Aelbrechtskade 67,Rotterdam,3022,51.9172507,4.4442453,0.00 jaarabonnement,,,Straat
6460,2016-06-04T02:42:00Z,34451,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34797,Burgemeester Meineszlaan 9,Burgemeester Meineszlaan 9,Rotterdam,3022,51.9174,4.45393,0.00 jaarabonnement,,,Straat
6461,2016-06-04T02:42:00Z,34450,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34796,Kethelweg 3,Kethelweg 3,Vlaardingen,3135,51.91714,4.34836,0.00 jaarabonnement,,,Straat
6462,2016-06-04T02:42:00Z,34448,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34794,Mathenesserdijk 86A,Mathenesserdijk 86A,Rotterdam,3027,51.91703,4.44023,0.00 jaarabonnement,,,Straat
6463,2016-06-04T02:42:00Z,34444,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34790,Westmolenstraat 33D,Westmolenstraat 33D,Schiedam,3111,51.916473,4.394464,0.00 jaarabonnement,,,Straat
6464,2016-06-04T02:42:00Z,34442,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34788,Randweg,Randweg,Overbetuwe,6662,51.916404,5.844729,0.00 jaarabonnement,,,Straat
6465,2016-06-04T02:42:00Z,34441,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34787,Fascinatio Boulevard 350,Fascinatio Boulevard 350,Rotterdam,3065,51.9162,4.5379,0.00 jaarabonnement,,,Straat
6466,2016-06-04T02:42:00Z,34439,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34785,Sleeg 5,Sleeg 5,Zevenaar,6905,51.916103,6.102769,0.00 gratis,,,Straat
6467,2016-06-04T02:42:00Z,34436,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34782,Waterplein,Waterplein,Rotterdam,3027,51.91608,4.43226,0.00 jaarabonnement,,,Straat
6468,2016-06-04T02:42:00Z,34435,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34781,Scheepmakershaven 56,Scheepmakershaven 56,Rotterdam,3011,51.91583,4.48712,0.00 jaarabonnement,,,Straat
6469,2016-06-04T02:42:00Z,34434,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34780,Westfrankelandsestraat 4A,Westfrankelandsestraat 4A,Schiedam,3117,51.915769,4.393929,0.00 jaarabonnement,,,Straat
6470,2016-06-04T02:42:00Z,34433,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34779,Prins Hendrikkade 10,Prins Hendrikkade 10,Rotterdam,3071,51.915578,4.500666,0.00 jaarabonnement,,,Straat
6471,2016-06-04T02:42:00Z,34432,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34778,Van Beethovenlaan 2,Van Beethovenlaan 2,Capelle aan den IJssel,2901,51.915419,4.556816,0.00 jaarabonnement,,,Straat
6472,2016-03-03T12:37:00Z,34430,1,2016-03-03T12:37:00Z,3.0,2015-01-09T06:04:00Z,34776,Fannius Scholtenstraat 33,Fannius Scholtenstraat 33,Vlaardingen,3135,51.91531,4.36113,0.00 afhankelijk van pas,,,Straat
6473,2016-06-04T02:42:00Z,34428,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34774,Newtonstraat 25,Newtonstraat 25,Tiel,4004,51.915171,5.434469,0.00 jaarabonnement,,,Straat
6474,2016-06-04T02:42:00Z,34427,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34773,Pluim-Es 74,Pluim-Es 74,Krimpen aan den IJssel,2925,51.9151122,4.61978769999996,0.00 jaarabonnement,,,Straat
6475,2016-06-04T02:42:00Z,34426,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34772,Schietbaanlaan 46B,Schietbaanlaan 46B,Rotterdam,3021,51.91572,4.46036,0.00 jaarabonnement,,,Straat
6476,2016-06-04T02:42:00Z,34425,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34771,Mathenesserlaan 199,Mathenesserlaan 199,Rotterdam,3014,51.915053233137,4.4641855359077,0.00 jaarabonnement,,,Straat
6477,2016-06-04T02:42:00Z,34420,2,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34766,Eendrachtsweg 35,Eendrachtsweg 35,Rotterdam,3012,51.914699,4.475484,0.00 jaarabonnement,,,Straat
6478,2016-06-04T02:42:00Z,34419,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34765,Geurdeland 6,Geurdeland 6,Overbetuwe,6673,51.91457,5.71114,0.00 jaarabonnement,,,Straat
6479,2016-06-04T02:42:00Z,34418,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34764,Boompjes 259,Boompjes 259,Rotterdam,3011,51.914544,4.486201,0.00 jaarabonnement,,,Straat
6480,2016-06-04T02:42:00Z,34415,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34761,Willem Beukelszstraat 36,Willem Beukelszstraat 36,Rotterdam,3027,51.9143409729004,4.43640518188477,0.00 jaarabonnement,,,Straat
6481,2016-06-04T02:42:00Z,34414,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34760,Nassaukade 18,Nassaukade 18,Rotterdam,3071,51.9143176944152,4.50371861457825,0.00 jaarabonnement,,,Straat
6482,2016-06-04T02:42:00Z,34412,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34758,Grieksestraat 7,Grieksestraat 7,Rotterdam,3028,51.91428,4.42406,0.00 jaarabonnement,,,Straat
6483,2016-06-04T02:42:00Z,34411,1,2016-06-04T02:42:00Z,3.0,2015-01-09T06:04:00Z,34757,Mathenesserlaan 407A,Mathenesserlaan 407A,Rotterdam,3023,51.91187,4.44887,0.00 jaarabonnement,,,Straat
