,DateLastVerified,ID,NumberOfPoints,DateLastStatusUpdate,DataQualityLevel,DateCreated,Address_ID,Address_Title,Address_Line1,Address_Town,Postcode,LAT,LON,UsageCost,MetadataValues,DateLastConfirmed,Address_Type
2540,2016-06-04T02:39:00Z,54621,1,2016-06-04T02:39:00Z,3.0,2015-10-09T06:18:00Z,54967,Vossendreef 18,Vossendreef 18,Breda,4851,51.54747,4.81027,0.00 jaarabonnement,,,Straat
2541,2016-06-04T02:39:00Z,54620,2,2016-06-04T02:39:00Z,3.0,2015-10-09T06:18:00Z,54966,Nijverheidsweg 4-N01,Nijverheidsweg 4-N01,Tholen,4695,51.547137,4.088585,0.00 afhankelijk van pas,,,Straat
2542,2016-06-04T02:39:00Z,54619,1,2016-06-04T02:39:00Z,3.0,2015-10-09T06:18:00Z,54965,Elsanta 6,Elsanta 6,Rucphen,4711,51.54701,4.59925,0.00 jaarabonnement,,,Straat
2543,2016-06-04T02:39:00Z,54618,1,2016-06-04T02:39:00Z,3.0,2015-10-09T06:18:00Z,54964,Antwerpseweg 2,Antwerpseweg 2,Zundert,4891,51.51451,4.69771,0.00 jaarabonnement,,,Straat
2544,2016-06-04T02:39:00Z,54617,1,2016-06-04T02:39:00Z,3.0,2015-10-09T06:18:00Z,54963,Buigeind 7,Buigeind 7,Best,5685,51.49935,5.37801,0.00 jaarabonnement,,,Straat
2545,2016-06-04T02:38:00Z,54615,1,2016-06-04T02:38:00Z,3.0,2015-10-09T06:18:00Z,54961,Scheldekade 46,Scheldekade 46,Terneuzen,4531,51.33958,3.82634,0.00 jaarabonnement,,,Straat
2546,2016-06-04T02:38:00Z,54607,1,2016-06-04T02:38:00Z,3.0,2015-10-09T06:18:00Z,54953,Giselbertstraat 4,Giselbertstraat 4,Maastricht,6226,50.8508944,5.7205175,0.00 jaarabonnement,,,Straat
2548,2016-06-04T02:56:00Z,54009,2,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54355,Ynzeweg 2,Ynzeweg 2,Terschelling,8894,53.389125743097,5.3031027317047,0.00 onbekend,,,Straat
2549,2016-06-04T02:56:00Z,54007,1,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54353,Eelaan 10,Eelaan 10,Dongeradeel,9101,53.32868,6.00425,0.00 jaarabonnement,,,Straat
2550,2016-06-04T02:56:00Z,54006,1,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54352,Heratemaheerd 10,Heratemaheerd 10,Groningen,9737,53.24704,6.58164,0.00 jaarabonnement,,,Straat
2551,2016-06-04T02:56:00Z,54005,1,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54351,Zernikepark 12,Zernikepark 12,Groningen,9747,53.2446065,6.533665,0.00 jaarabonnement,,,Straat
2552,2016-06-04T02:56:00Z,54004,1,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54350,De Jokse 586,De Jokse 586,Leeuwarden,8918,53.2173053,5.79370979,0.00 jaarabonnement,,,Straat
2553,2016-06-04T02:56:00Z,54003,2,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54349,Kieler Bocht 13,Kieler Bocht 13,Groningen,9723,53.216095,6.608798,0.00 afhankelijk van pas,,,Straat
2554,2016-06-04T02:56:00Z,54002,1,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54348,Scandinaviëweg 5-aa,Scandinaviëweg 5-aa,Groningen,9723,53.21523,6.59303,0.00 jaarabonnement,,,Straat
2555,2016-06-04T02:56:00Z,54001,1,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54347,Osingastate 5,Osingastate 5,Leeuwarden,8926,53.21276779,5.84830329,0.00 jaarabonnement,,,Straat
2556,2016-06-04T02:56:00Z,54000,1,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54346,Frederik Ruyschstraat 14,Frederik Ruyschstraat 14,Leeuwarden,8921,53.2098984,5.81514889,0.00 jaarabonnement,,,Straat
2557,2016-06-04T02:56:00Z,53999,1,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54345,Lijsterbesstraat 4,Lijsterbesstraat 4,Leeuwarden,8924,53.20716,5.82158,0.00 jaarabonnement,,,Straat
2558,2016-06-04T02:56:00Z,53997,2,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54343,Huygensstraat,Huygensstraat,Groningen,9727,53.203305,6.562185,0.00 afhankelijk van pas,,,Straat
2559,2016-06-04T02:56:00Z,53995,2,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54341,Waddenpromenade 3-1,Waddenpromenade 3-1,Harlingen,8861,53.176522,5.414089,0.00 afhankelijk van pas,,,Straat
2560,2016-06-04T02:56:00Z,53993,1,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54339,J.P. Santeeweg 88,J.P. Santeeweg 88,Noordenveld,9312,53.15915,6.40191,0.00 jaarabonnement,,,Straat
2561,2016-06-04T02:56:00Z,53991,1,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54337,Keatsebaen 1,Keatsebaen 1,Littenseradiel,8731,53.1077868,5.58803299,0.00 jaarabonnement,,,Straat
2562,2016-06-04T02:56:00Z,53989,1,2016-06-04T02:56:00Z,3.0,2015-09-20T11:50:00Z,54335,Jan Eisengastrjitte 1,Jan Eisengastrjitte 1,Opsterland,8401,53.00523,6.06351,0.00 jaarabonnement,,,Straat
2563,2016-06-04T02:55:00Z,53988,2,2016-06-04T02:55:00Z,3.0,2015-09-20T11:50:00Z,54334,Generaal Maczekplein,Generaal Maczekplein,Stadskanaal,9501,52.989307,6.955745,0.00 jaarabonnement,,,Straat
2564,2016-06-04T02:55:00Z,53985,1,2016-06-04T02:55:00Z,3.0,2015-09-20T11:50:00Z,54331,Kempenaerlaan 11,Kempenaerlaan 11,De Fryske Marren,8521,52.9239,5.73875,0.00 jaarabonnement,,,Straat
2565,2016-06-04T02:55:00Z,53982,1,2016-06-04T02:55:00Z,3.0,2015-09-20T11:50:00Z,54328,Havenstraat 25a,Havenstraat 25a,Hollands Kroon,1736,52.7401211,4.84046620000004,0.00 jaarabonnement,,,Straat
2566,2016-06-04T02:55:00Z,53981,1,2016-06-04T02:55:00Z,3.0,2015-09-20T11:50:00Z,54327,Van Echtenskanaal NZ 126,Van Echtenskanaal NZ 126,Emmen,7891,52.72529,6.98448,0.00 jaarabonnement,,,Straat
2567,2016-06-04T02:55:00Z,53980,1,2016-06-04T02:55:00Z,3.0,2015-09-20T11:50:00Z,54326,Eekhorstweg 16,Eekhorstweg 16,Meppel,7942,52.69958,6.18554,0.00 jaarabonnement,,,Straat
2568,2016-06-04T02:55:00Z,53978,1,2016-06-04T02:55:00Z,3.0,2015-09-20T11:50:00Z,54324,Noordlaan 42S,Noordlaan 42S,Bergen (NH),1861,52.67806,4.69712,0.00 jaarabonnement,,,Straat
2569,2016-06-04T02:55:00Z,53976,1,2016-06-04T02:55:00Z,3.0,2015-09-20T11:50:00Z,54322,Dijk 90,Dijk 90,Langedijk,1721,52.6722,4.80459,0.00 jaarabonnement,,,Straat
2570,2016-06-04T02:55:00Z,53975,1,2016-06-04T02:55:00Z,3.0,2015-09-20T11:50:00Z,54321,John Raedeckerhof 197,John Raedeckerhof 197,Hoorn,1628,52.6510295,5.115778,0.00 jaarabonnement,,,Straat
2571,2016-06-04T02:54:00Z,53972,2,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54318,De Drieslag 30-45,De Drieslag 30-45,Dronten,8251,52.528864,5.698447,0.00 afhankelijk van pas,,,Straat
2572,2016-06-04T02:54:00Z,53969,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54315,Ziekenhuisweg,Ziekenhuisweg,Lelystad,8232,52.504768,5.474321,0.00 jaarabonnement,,,Straat
2573,2016-06-04T02:54:00Z,53968,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54314,Hanzelaan 345,Hanzelaan 345,Zwolle,8017,52.50071,6.09637,0.00 jaarabonnement,,,Straat
2574,2016-03-03T12:40:00Z,53967,1,2016-03-03T12:40:00Z,3.0,2015-09-20T11:50:00Z,54313,Callistostraat 19,Callistostraat 19,Zaanstad,1562,52.49875,4.750178,0.00 afhankelijk van pas,,,Straat
2575,2015-09-20T11:50:00Z,53966,1,2015-09-20T11:50:00Z,3.0,2015-09-20T11:50:00Z,54312,Sellingerbos 27,Sellingerbos 27,Purmerend,1447,52.494048,4.980547,0.00 afhankelijk van pas,,,Straat
2576,2016-06-04T02:54:00Z,53964,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54310,Koeweg,Koeweg,Hattem,8051,52.46216,6.05032,0.00 jaarabonnement,,,Straat
2577,2016-06-04T02:54:00Z,53962,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54308,Veenwal 9,Veenwal 9,Hattem,8051,52.45326,6.07057,0.00 jaarabonnement,,,Straat
2578,2016-06-04T02:54:00Z,53960,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54306,te Kieftestraat 2A,te Kieftestraat 2A,Dalfsen,8151,52.44818,6.34428,0.00 jaarabonnement,,,Straat
2579,2016-06-04T02:54:00Z,53957,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54303,Spiekweg 7-B7,Spiekweg 7-B7,Dinkelland,7635,52.431126,6.96185500000001,0.00 jaarabonnement,,,Straat
2580,2016-06-04T02:54:00Z,53954,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54300,Kaneelappelstraat 126,Kaneelappelstraat 126,Amsterdam,1036,52.407598,4.90564,0.00 jaarabonnement,,,Straat
2581,2016-06-04T02:54:00Z,53947,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54293,Naritaweg 12,Naritaweg 12,Amsterdam,1043,52.38756,4.82991,0.00 jaarabonnement,,,Straat
2582,2016-06-04T02:54:00Z,53946,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54292,Kingsfordweg 151,Kingsfordweg 151,Amsterdam,1043,52.3855894,4.84283110000001,0.00 jaarabonnement,,,Straat
2583,2016-06-04T02:54:00Z,53945,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54291,Grutto 4,Grutto 4,Nunspeet,8071,52.38486,5.78487,0.00 jaarabonnement,,,Straat
2584,2016-06-04T02:54:00Z,53944,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54290,Dolhaantjestraat 37,Dolhaantjestraat 37,Amsterdam,1067,52.383317,4.807045,0.00 jaarabonnement,,,Straat
2585,2016-06-04T02:54:00Z,53942,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54288,Johan Frisoplein 3,Johan Frisoplein 3,Nunspeet,8071,52.3816281,5.77932694,0.00 jaarabonnement,,,Straat
2586,2016-06-04T02:54:00Z,53941,1,2016-06-04T02:54:00Z,3.0,2015-09-20T11:50:00Z,54287,Vlaanderenlaan 20,Vlaanderenlaan 20,Nunspeet,8072,52.38032182,5.81002681,0.00 jaarabonnement,,,Straat
2587,2016-06-04T02:53:00Z,53939,2,2016-06-04T02:53:00Z,3.0,2015-09-20T11:50:00Z,54285,Plesmanweg 9,Plesmanweg 9,Almelo,7602,52.3697445,6.64530790000003,0.00 jaarabonnement,,,Straat
2588,2016-06-04T02:53:00Z,53938,1,2016-06-04T02:53:00Z,3.0,2015-09-20T11:50:00Z,54284,Dokter Meurerlaan 4,Dokter Meurerlaan 4,Amsterdam,1067,52.368528,4.80519,0.00 jaarabonnement,,,Straat
2589,2016-06-04T02:53:00Z,53936,1,2016-06-04T02:53:00Z,3.0,2015-09-20T11:50:00Z,54282,Van Leeuwenhoekstraat 26,Van Leeuwenhoekstraat 26,Harderwijk,3846,52.3651106,5.6469239,0.00 jaarabonnement,,,Straat
2590,2016-06-04T02:53:00Z,53931,1,2016-06-04T02:53:00Z,3.0,2015-09-20T11:50:00Z,54277,Comeniusstraat 249,Comeniusstraat 249,Amsterdam,1065,52.359212,4.830204,0.00 jaarabonnement,,,Straat
2591,2016-03-03T12:39:00Z,53928,1,2016-03-03T12:39:00Z,3.0,2015-09-20T11:50:00Z,54274,Boekenroodeweg 47,Boekenroodeweg 47,Bloemendaal,2111,52.35394,4.5908,0.00 afhankelijk van pas,,,Straat
2592,2016-06-04T02:53:00Z,53927,1,2016-06-04T02:53:00Z,3.0,2015-09-20T11:50:00Z,54273,Jaap ter Haarstraat 47,Jaap ter Haarstraat 47,Almere,1321,52.35408,5.18165,0.00 jaarabonnement,,,Straat
2593,2016-06-04T02:53:00Z,53925,1,2016-06-04T02:53:00Z,3.0,2015-09-20T11:50:00Z,54271,Diepenbeekplantsoen 35,Diepenbeekplantsoen 35,Amsterdam,1066,52.349046,4.818995,0.00 jaarabonnement,,,Straat
2594,2016-06-04T02:53:00Z,53920,1,2016-06-04T02:53:00Z,3.0,2015-09-20T11:50:00Z,54266,Bastenakenstraat 81,Bastenakenstraat 81,Amsterdam,1066,52.343322,4.817951,0.00 jaarabonnement,,,Straat
2595,2016-06-04T02:53:00Z,53917,1,2016-06-04T02:53:00Z,3.0,2015-09-20T11:50:00Z,54263,Middenlaan 32,Middenlaan 32,Harderwijk,3843,52.3323175,5.6241534,0.00 jaarabonnement,,,Straat
2596,2016-03-03T12:39:00Z,53916,1,2016-03-03T12:39:00Z,3.0,2015-09-20T11:50:00Z,54262,Grand Canal 23,Grand Canal 23,Almelo,7609,52.331375,6.659817,0.00 afhankelijk van pas,,,Straat
2597,2016-06-04T02:53:00Z,53912,1,2016-06-04T02:53:00Z,3.0,2015-09-20T11:50:00Z,54258,Kalfjeslaan,Kalfjeslaan,Amsterdam,1183,52.321342,4.87895,0.00 jaarabonnement,,,Straat
2598,2016-06-04T02:53:00Z,53907,1,2016-06-04T02:53:00Z,3.0,2015-09-20T11:50:00Z,54253,Reggesingel 10,Reggesingel 10,Rijssen-Holten,7461,52.31728,6.53003,0.00 jaarabonnement,,,Straat
2599,2016-06-04T02:52:00Z,53904,1,2016-06-04T02:52:00Z,3.0,2015-09-20T11:50:00Z,54250,Eversdijk 4a,Eversdijk 4a,Wierden,7468,52.31068,6.56872,0.00 jaarabonnement,,,Straat
2600,2016-06-04T02:52:00Z,53890,1,2016-06-04T02:52:00Z,3.0,2015-09-20T11:50:00Z,54236,Folkstoneweg,Folkstoneweg,Haarlemmermeer,1118,52.29175,4.76103,0.00 jaarabonnement,,,Straat
2601,2016-06-04T02:52:00Z,53885,1,2016-06-04T02:52:00Z,3.0,2015-09-20T11:50:00Z,54231,Aalsmeerderweg 203,Aalsmeerderweg 203,Aalsmeer,1432,52.2774903,4.7883703,0.00 jaarabonnement,,,Straat
2602,2016-06-04T02:52:00Z,53881,1,2016-06-04T02:52:00Z,3.0,2015-09-20T11:50:00Z,54227,Dammerweg 81,Dammerweg 81,Wijdemeren,1394,52.2730732,5.047835,0.00 jaarabonnement,,,Straat
2603,2016-06-04T02:52:00Z,53877,1,2016-06-04T02:52:00Z,3.0,2015-09-20T11:50:00Z,54223,Werven 37,Werven 37,Aalsmeer,1431,52.2723361,4.7478477,0.00 jaarabonnement,,,Straat
2604,2016-06-04T02:52:00Z,53873,1,2016-06-04T02:52:00Z,3.0,2015-09-20T11:50:00Z,54219,Legmeerdijk,Legmeerdijk,Aalsmeer,1432,52.265,4.78476,0.00 jaarabonnement,,,Straat
2605,2016-06-04T02:52:00Z,53871,1,2016-06-04T02:52:00Z,3.0,2015-09-20T11:50:00Z,54217,Betula 71,Betula 71,Uithoorn,1424,52.25247,4.79143,0.00 jaarabonnement,,,Straat
2606,2016-06-04T02:52:00Z,53870,1,2016-06-04T02:52:00Z,3.0,2015-09-20T11:50:00Z,54216,Dorpsstraat 303,Dorpsstraat 303,Enschede,7524,52.25213,6.91355,0.00 jaarabonnement,,,Straat
2607,2016-06-04T02:52:00Z,53863,1,2016-06-04T02:52:00Z,3.0,2015-09-20T11:50:00Z,54209,Vaartweg 137A,Vaartweg 137A,Hilversum,1217,52.223059,5.157173,0.00 jaarabonnement,,,Straat
2608,2016-06-04T02:51:00Z,53862,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54208,Rijksstraatweg 38,Rijksstraatweg 38,Voorst,7384,52.21952,6.14589,0.00 jaarabonnement,,,Straat
2609,2016-06-04T02:51:00Z,53860,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54206,Hercules 169,Hercules 169,Katwijk,2221,52.21147343,4.4218147,0.00 jaarabonnement,,,Straat
2610,2016-06-04T02:51:00Z,53859,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54205,E.A. Borgerstraat 49,E.A. Borgerstraat 49,Katwijk,2225,52.2080317,4.3985132,0.00 jaarabonnement,,,Straat
2611,2016-06-04T02:51:00Z,53857,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54203,Ankerplaats,Ankerplaats,Katwijk,2224,52.2045043,4.4127108,0.00 jaarabonnement,,,Straat
2612,2016-06-04T02:51:00Z,53856,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54202,Voorstraat 107A,Voorstraat 107A,Katwijk,2225,52.202556,4.402367,0.00 jaarabonnement,,,Straat
2613,2016-06-04T02:51:00Z,53854,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54200,Parklaan 64,Parklaan 64,Katwijk,2225,52.19851,4.39742845,0.00 jaarabonnement,,,Straat
2614,2016-06-04T02:51:00Z,53853,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54199,Kamperfoelie 21,Kamperfoelie 21,Katwijk,2231,52.19351649,4.43656469,0.00 jaarabonnement,,,Straat
2615,2015-09-20T11:50:00Z,53852,1,2015-09-20T11:50:00Z,3.0,2015-09-20T11:50:00Z,54198,Kaalbertlanden 28,Kaalbertlanden 28,Enschede,7542,52.191403,6.89483,0.00 afhankelijk van pas,,,Straat
2616,2016-06-04T02:51:00Z,53851,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54197,Rolklaver 19,Rolklaver 19,Katwijk,2224,52.191066,4.413553,0.00 jaarabonnement,,,Straat
2617,2016-06-04T02:51:00Z,53850,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54196,Valkenburgseweg 9,Valkenburgseweg 9,Katwijk,2223,52.19017,4.42342615,0.00 jaarabonnement,,,Straat
2618,2016-06-04T02:51:00Z,53849,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54195,Anthonie van Dyckstraat 7,Anthonie van Dyckstraat 7,Katwijk,2231,52.18921645,4.43098613,0.00 jaarabonnement,,,Straat
2619,2016-06-04T02:51:00Z,53848,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54194,Berkenpad 1,Berkenpad 1,Katwijk,2231,52.18382745,4.44083117,0.00 jaarabonnement,,,Straat
2620,2016-06-04T02:51:00Z,53847,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54193,Laan van Malkenschoten 40A,Laan van Malkenschoten 40A,Apeldoorn,7333,52.17785,5.96729,0.00 jaarabonnement,,,Straat
2621,2016-06-04T02:51:00Z,53846,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54192,Van Oldenbarneveltstraat 41,Van Oldenbarneveltstraat 41,Leiden,2334,52.1752056,4.47267142,0.00 jaarabonnement,,,Straat
2622,2016-06-04T02:51:00Z,53844,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54190,Poelwetering,Poelwetering,Leiden,2333,52.1674,4.47289,0.00 jaarabonnement,,,Straat
2623,2016-06-04T02:51:00Z,53842,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54188,Plesmanlaan,Plesmanlaan,Leiden,2333,52.1646795,4.4562187,0.00 jaarabonnement,,,Straat
2624,2016-06-04T02:51:00Z,53839,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54185,Witte Singel 87,Witte Singel 87,Leiden,2311,52.1538566,4.48666046,0.00 jaarabonnement,,,Straat
2625,2016-06-04T02:51:00Z,53838,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54184,Lammenschansweg 2,Lammenschansweg 2,Leiden,2313,52.15321992,4.49420741,0.00 jaarabonnement,,,Straat
2626,2016-06-04T02:51:00Z,53837,1,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,54183,Elzekrulzoom 65,Elzekrulzoom 65,Alphen aan den Rijn,2403,52.1511459,4.68070819,0.00 jaarabonnement,,,Straat
2627,2016-06-04T02:50:00Z,53835,1,2016-06-04T02:50:00Z,3.0,2015-09-20T11:50:00Z,54181,Van Foreestlaan 1,Van Foreestlaan 1,Alphen aan den Rijn,2404,52.1358871,4.6479859,0.00 jaarabonnement,,,Straat
2628,2016-03-03T12:38:00Z,53833,1,2016-03-03T12:38:00Z,3.0,2015-09-20T11:50:00Z,54179,Prinses Margrietlaan,Prinses Margrietlaan,Alphen aan den Rijn,2404,52.135215,4.64972,0.00 afhankelijk van pas,,,Straat
2629,2016-06-04T02:50:00Z,53832,2,2016-06-04T02:50:00Z,3.0,2015-09-20T11:50:00Z,54178,Baronie 11,Baronie 11,Alphen aan den Rijn,2404,52.134779,4.65038,0.00 afhankelijk van pas,,,Straat
2630,2016-06-04T02:50:00Z,53831,1,2016-06-04T02:50:00Z,3.0,2015-09-20T11:50:00Z,54177,Schouwweg 57,Schouwweg 57,Wassenaar,2243,52.1332309,4.3844621,0.00 jaarabonnement,,,Straat
2631,2016-06-04T02:50:00Z,53830,1,2016-06-04T02:50:00Z,3.0,2015-09-20T11:50:00Z,54176,Het Spangoor 5,Het Spangoor 5,Zutphen,7232,52.13133,6.23878,0.00 jaarabonnement,,,Straat
2632,2016-06-04T02:50:00Z,53829,1,2016-06-04T02:50:00Z,3.0,2015-09-20T11:50:00Z,54175,Doctor A.D. Sacharovlaan 1,Doctor A.D. Sacharovlaan 1,Alphen aan den Rijn,2405,52.12811938,4.65486492,0.00 jaarabonnement,,,Straat
2633,2016-06-04T02:50:00Z,53828,1,2016-06-04T02:50:00Z,3.0,2015-09-20T11:50:00Z,54174,Euromarkt 101A,Euromarkt 101A,Alphen aan den Rijn,2408,52.12676098,4.65186824,0.00 jaarabonnement,,,Straat
2634,2016-06-04T02:50:00Z,53827,1,2016-06-04T02:50:00Z,3.0,2015-09-20T11:50:00Z,54173,Conradstraat 13,Conradstraat 13,Alphen aan den Rijn,2405,52.1233757,4.659583,0.00 jaarabonnement,,,Straat
2635,2016-06-04T02:50:00Z,53824,1,2016-06-04T02:50:00Z,3.0,2015-09-20T11:50:00Z,54170,Hoge Balver 13,Hoge Balver 13,Zutphen,7207,52.11505,6.21901,0.00 jaarabonnement,,,Straat
2636,2016-06-04T02:50:00Z,53822,1,2016-06-04T02:50:00Z,3.0,2015-09-20T11:50:00Z,54168,Watermolen 22,Watermolen 22,Apeldoorn,7371,52.11339,6.01722,0.00 jaarabonnement,,,Straat
2637,2016-03-03T12:38:00Z,53820,1,2016-03-03T12:38:00Z,3.0,2015-09-20T11:50:00Z,54166,Eerbeekseweg 65,Eerbeekseweg 65,Apeldoorn,7371,52.111458,6.02438,0.00 afhankelijk van pas,,,Straat
2638,2016-06-04T02:50:00Z,53817,1,2016-06-04T02:50:00Z,3.0,2015-09-20T11:50:00Z,54163,Wassenaarsestraat 5A,Wassenaarsestraat 5A,Den Haag,2586,52.107016,4.274003,0.00 jaarabonnement,,,Straat
2639,2016-03-03T12:38:00Z,53810,1,2016-03-03T12:38:00Z,3.0,2015-09-20T11:50:00Z,54156,Overste den Oudenlaan 60,Overste den Oudenlaan 60,Utrecht,3527,52.0769372,5.1055858,0.00 jaarabonnement,,,Straat
2640,2016-06-04T02:48:00Z,53809,1,2016-06-04T02:48:00Z,3.0,2015-09-20T11:50:00Z,54155,Landzigt 22,Landzigt 22,Utrecht,3454,52.07653,5.04684,0.00 jaarabonnement,,,Straat
2641,2016-06-04T02:48:00Z,53808,1,2016-06-04T02:48:00Z,3.0,2015-09-20T11:50:00Z,54154,Emmaplaats 6,Emmaplaats 6,Alphen aan den Rijn,2731,52.07621303,4.54604063,0.00 jaarabonnement,,,Straat
2642,2016-06-04T02:46:00Z,53807,1,2016-06-04T02:46:00Z,3.0,2015-09-20T11:50:00Z,54153,'s-Gravenzandelaan 137,'s-Gravenzandelaan 137,Den Haag,2512,52.071268,4.296511,0.00 jaarabonnement,,,Straat
2643,2016-06-04T02:45:00Z,53805,1,2016-06-04T02:45:00Z,3.0,2015-09-20T11:50:00Z,54151,Cor Spaanslaan 1,Cor Spaanslaan 1,Den Haag,2493,52.063211,4.397583,0.00 jaarabonnement,,,Straat
2644,2016-06-04T02:45:00Z,53802,1,2016-06-04T02:45:00Z,3.0,2015-09-20T11:50:00Z,54148,Machiel Vrijenhoeklaan,Machiel Vrijenhoeklaan,Den Haag,2555,52.05912,4.21215,0.00 jaarabonnement,,,Straat
2645,2016-06-04T02:45:00Z,53801,1,2016-06-04T02:45:00Z,3.0,2015-09-20T11:50:00Z,54147,Geestbrugweg 42,Geestbrugweg 42,Rijswijk,2281,52.057786,4.340622,0.00 jaarabonnement,,,Straat
2646,2019-09-30T18:19:00Z,53799,2,2019-09-30T18:19:00Z,3.0,2015-09-20T11:50:00Z,54145,Fastned Oudenhorst,Oudenhorst A12,Woudenberg,3931,52.0511739167844,5.46401054788168,0.00 per kWh,,,Tankstation
2647,2016-06-04T02:44:00Z,53798,1,2016-06-04T02:44:00Z,3.0,2015-09-20T11:50:00Z,54144,Hoflaan 11,Hoflaan 11,Ede,6715,52.04261,5.63818,0.00 jaarabonnement,,,Straat
2648,2016-06-04T02:44:00Z,53796,1,2016-06-04T02:44:00Z,3.0,2015-09-20T11:50:00Z,54142,Rondweg-West,Rondweg-West,Veenendaal,3905,52.04135,5.55538,0.00 jaarabonnement,,,Straat
2649,2016-06-04T02:44:00Z,53794,1,2016-06-04T02:44:00Z,3.0,2015-09-20T11:50:00Z,54140,Delftweg 58,Delftweg 58,Rijswijk,2289,52.0371299,4.3457314,0.00 jaarabonnement,,,Straat
2650,2016-06-04T02:44:00Z,53791,1,2016-06-04T02:44:00Z,3.0,2015-09-20T11:50:00Z,54137,Strandmeer 56,Strandmeer 56,Houten,3994,52.0246715,5.1896629,0.00 jaarabonnement,,,Straat
2651,2016-06-04T02:44:00Z,53790,1,2016-06-04T02:44:00Z,3.0,2015-09-20T11:50:00Z,54136,Hoofdstraat 3,Hoofdstraat 3,Rheden,6994,52.017899,6.0566434,0.00 jaarabonnement,,,Straat
2652,2016-06-04T02:44:00Z,53789,1,2016-06-04T02:44:00Z,3.0,2015-09-20T11:50:00Z,54135,Jan van der Heydenstraat 66,Jan van der Heydenstraat 66,Lansingerland,2665,52.01198,4.54141,0.00 jaarabonnement,,,Straat
2653,2016-06-04T02:44:00Z,53788,1,2016-06-04T02:44:00Z,3.0,2015-09-20T11:50:00Z,54134,Aderpolderweg 25,Aderpolderweg 25,Gouda,2807,52.0071,4.74742,0.00 jaarabonnement,,,Straat
2654,2016-06-04T02:44:00Z,53787,1,2016-06-04T02:44:00Z,3.0,2015-09-20T11:50:00Z,54133,De Smalle Zijde 20A,De Smalle Zijde 20A,Veenendaal,3903,52.00816,5.56201,0.00 jaarabonnement,,,Straat
2655,2016-06-04T02:43:00Z,53785,1,2016-06-04T02:43:00Z,3.0,2015-09-20T11:50:00Z,54131,Einsteinweg 45,Einsteinweg 45,IJsselstein,3404,52.0059659,5.0381051,0.00 jaarabonnement,,,Straat
